student_id,class_level,department,strength_level,term1_avg,term2_avg,term3_avg,session_avg,consistency_score,performance_trend,t1_Mathematics,t1_English_Language,t1_Basic_Science,t1_Social_Studies,t1_Civic_Education,t1_Physical_Education,t1_Cultural_and_Creative_Arts,t1_Computer_Studies,t1_Business_Studies,t1_Agricultural_Science,t1_Home_Economics,t1_French,t2_Mathematics,t2_English_Language,t2_Basic_Science,t2_Social_Studies,t2_Civic_Education,t2_Physical_Education,t2_Cultural_and_Creative_Arts,t2_Computer_Studies,t2_Business_Studies,t2_Agricultural_Science,t2_Home_Economics,t2_French,t3_Mathematics,t3_English_Language,t3_Basic_Science,t3_Social_Studies,t3_Civic_Education,t3_Physical_Education,t3_Cultural_and_Creative_Arts,t3_Computer_Studies,t3_Business_Studies,t3_Agricultural_Science,t3_Home_Economics,t3_French,science_aptitude_score,arts_aptitude_score,commercial_aptitude_score,best_subject,best_subject_score,weak_subject,weak_subject_score,grade_A_count,grade_B_count,grade_C_count,grade_D_count,grade_E_count,grade_F_count,career_path,t1_Physics,t1_Chemistry,t1_Biology,t1_Further_Mathematics,t1_Computer_Science,t1_Geography,t2_Physics,t2_Chemistry,t2_Biology,t2_Further_Mathematics,t2_Computer_Science,t2_Geography,t3_Physics,t3_Chemistry,t3_Biology,t3_Further_Mathematics,t3_Computer_Science,t3_Geography,t1_Literature_in_English,t1_Government,t1_CRS_IRK,t1_History,t1_Economics,t1_Yoruba_Hausa_Igbo,t2_Literature_in_English,t2_Government,t2_CRS_IRK,t2_History,t2_Economics,t2_Yoruba_Hausa_Igbo,t3_Literature_in_English,t3_Government,t3_CRS_IRK,t3_History,t3_Economics,t3_Yoruba_Hausa_Igbo,t1_Accounting,t1_Commerce,t1_Office_Practice,t1_Insurance,t2_Accounting,t2_Commerce,t2_Office_Practice,t2_Insurance,t3_Accounting,t3_Commerce,t3_Office_Practice,t3_Insurance
29,JSS2,N_A,low,57.43,52.09,57.12,55.55,95.1,Stable,55.8,67.2,58.2,51.9,69.3,40.9,55.2,65.2,41.9,52.8,73.2,57.5,56.9,48.3,68.5,34.3,62.6,53.2,52.1,51.1,47.6,58.9,41.5,50.1,62.8,52.7,80.1,58.2,36.0,59.7,30.1,69.2,52.9,61.9,53.0,68.8,70.7,47.0,57.85,Basic_Science,80.1,Cultural_and_Creative_Arts,30.1,1,2,7,0,0,2,Computer Science & IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,JSS2,N_A,average,65.96,70.32,68.15,68.14,96.44,Stable,99.3,47.5,59.8,94.8,67.7,47.3,55.3,49.5,89.8,57.9,50.3,72.3,68.7,61.6,50.3,75.4,67.6,61.4,77.9,84.2,71.7,66.6,84.6,73.8,74.0,58.4,69.2,79.6,50.5,60.2,59.3,91.6,63.2,71.5,78.2,62.1,78.27,65.77,68.6,Computer_Studies,91.6,Civic_Education,50.5,3,3,6,0,0,0,Business & Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,JSS2,N_A,average,66.16,59.46,70.14,65.25,91.19,Stable,100.0,56.8,91.7,57.2,51.2,61.0,59.2,73.9,55.4,76.2,62.8,48.5,73.8,46.9,67.1,72.4,49.5,54.5,54.9,61.8,45.6,52.8,62.9,71.3,81.4,63.0,66.9,72.2,65.4,51.3,78.3,78.0,89.6,70.7,46.8,78.1,75.43,71.17,85.5,Business_Studies,89.6,Home_Economics,46.8,5,4,2,1,0,0,Computer Science & IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,JSS2,N_A,high,77.31,77.62,76.32,77.08,98.89,Stable,83.5,74.9,83.3,78.4,62.1,70.3,73.7,91.3,79.4,76.9,67.9,86.0,84.5,49.2,95.9,87.2,71.8,78.1,77.1,74.6,74.7,84.0,80.2,74.1,85.6,55.6,100.0,75.5,70.8,75.1,69.9,85.3,74.0,72.8,79.9,71.3,90.3,67.0,79.8,Basic_Science,100.0,English_Language,55.6,6,5,1,0,0,0,Computer Science & IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,JSS2,N_A,high,82.83,82.98,77.12,80.98,94.54,Declining,84.8,88.3,82.4,72.8,75.3,80.4,86.7,91.5,90.2,73.5,88.2,79.9,95.8,72.1,100.0,75.6,65.4,84.3,87.3,99.9,76.0,82.9,84.6,71.8,92.3,64.4,95.1,79.4,82.8,67.0,60.2,84.6,72.2,76.1,80.3,71.1,90.67,68.0,82.25,Basic_Science,95.1,Cultural_and_Creative_Arts,60.2,7,3,2,0,0,0,Engineering & Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,JSS2,N_A,average,70.35,69.18,67.74,69.09,97.87,Stable,93.0,76.3,74.8,46.8,41.8,76.3,67.5,91.8,73.4,69.6,71.1,61.8,95.7,55.9,58.0,52.5,65.6,77.8,75.3,78.5,67.9,71.0,70.5,61.5,79.1,67.3,90.2,50.4,54.4,78.7,53.1,74.1,85.1,54.1,63.4,63.0,81.13,56.93,82.1,Basic_Science,90.2,Social_Studies,50.4,4,2,6,0,0,0,Computer Science & IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,JSS2,N_A,high,74.8,75.01,74.12,74.64,99.24,Stable,68.1,100.0,86.2,79.7,93.6,53.2,61.0,67.8,77.8,71.3,71.3,67.6,85.0,81.8,77.1,81.4,94.1,76.0,68.9,64.2,78.5,62.4,59.4,71.3,74.9,72.4,81.8,86.3,86.5,68.8,74.6,74.8,68.2,74.8,62.5,63.9,77.17,77.77,71.55,Civic_Education,86.5,Home_Economics,62.5,3,7,2,0,0,0,Education & Humanities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,JSS2,N_A,low,51.66,46.48,53.84,50.66,93.83,Stable,44.1,50.8,49.2,74.3,72.4,38.7,53.0,41.4,36.4,61.8,50.9,46.9,29.5,76.6,43.7,45.8,48.2,46.1,43.8,35.6,51.5,47.2,48.9,40.9,38.8,74.6,52.8,73.8,62.4,34.1,66.1,16.1,60.3,59.6,51.9,55.6,35.9,71.5,49.55,English_Language,74.6,Computer_Studies,16.1,0,3,6,0,0,3,Education & Humanities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,JSS2,N_A,high,78.59,82.82,82.33,81.25,96.22,Stable,82.3,88.1,90.3,65.1,64.5,88.6,76.0,99.0,73.8,77.2,67.0,71.2,94.8,75.8,78.4,100.0,95.3,83.2,71.1,89.8,64.7,86.8,72.7,81.2,94.3,78.0,100.0,76.4,83.4,76.4,63.3,99.8,73.2,70.4,90.4,82.4,98.03,72.57,83.75,Basic_Science,100.0,Cultural_and_Creative_Arts,63.3,9,2,1,0,0,0,Engineering & Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,JSS2,N_A,average,72.8,69.67,66.42,69.63,94.79,Declining,71.7,71.6,63.9,88.7,94.3,77.5,54.3,61.6,82.6,68.1,77.3,62.0,79.4,57.3,66.6,83.9,71.6,58.6,80.4,86.0,46.5,72.8,69.4,63.6,63.2,79.0,75.1,72.2,83.6,73.2,52.4,44.6,57.6,77.1,39.9,79.1,60.97,67.87,60.4,Civic_Education,83.6,Home_Economics,39.9,5,2,3,0,1,1,Law & Social Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,JSS2,N_A,average,69.15,72.97,73.12,71.75,96.33,Stable,58.4,83.1,84.2,73.3,62.4,71.7,80.6,40.8,70.9,61.5,77.4,65.5,72.1,80.5,97.0,73.8,62.8,62.6,74.8,50.0,83.0,83.3,65.2,70.5,93.5,95.3,97.2,76.5,44.2,82.4,57.2,77.4,62.8,61.0,73.4,56.6,89.37,76.33,78.15,Basic_Science,97.2,Civic_Education,44.2,6,1,4,0,1,0,Medicine & Health Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,JSS2,N_A,high,82.76,81.43,74.58,79.59,92.83,Declining,75.3,88.4,81.3,90.4,97.0,69.3,97.4,86.0,77.7,76.6,66.3,87.4,66.5,93.5,81.5,96.8,64.6,86.0,100.0,80.1,83.7,86.6,59.4,78.5,63.6,84.9,73.9,100.0,67.1,74.7,100.0,67.5,68.6,44.1,68.3,82.2,68.33,94.97,66.1,Social_Studies,100.0,Agricultural_Science,44.1,4,6,1,0,1,0,Mass Communication & Media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,JSS2,N_A,average,60.33,67.83,64.67,64.28,93.85,Improving,78.6,74.3,27.8,89.7,61.6,66.4,46.7,62.7,74.9,30.2,55.2,55.9,85.0,48.1,58.1,96.3,69.4,75.3,55.0,60.5,65.8,78.4,65.1,57.0,62.1,57.8,79.3,79.9,55.7,81.3,40.6,53.4,86.8,60.1,54.4,64.7,64.93,59.43,74.45,Business_Studies,86.8,Cultural_and_Creative_Arts,40.6,4,0,7,0,1,0,Entrepreneurship & Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,JSS2,N_A,high,79.58,76.56,79.11,78.42,97.35,Stable,78.1,76.2,87.1,100.0,71.2,71.2,85.8,87.3,65.9,78.1,75.4,78.7,68.0,79.7,97.3,98.1,59.5,81.8,62.3,81.5,73.5,79.4,76.5,61.1,80.7,65.1,91.6,68.8,80.9,81.3,66.0,84.4,86.6,94.3,82.6,67.0,85.57,66.63,83.65,Agricultural_Science,94.3,English_Language,65.1,8,4,0,0,0,0,Agriculture & Environmental Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,JSS2,N_A,average,66.21,66.36,69.03,67.2,97.41,Stable,59.7,52.5,85.2,74.5,56.6,65.9,75.4,66.2,75.5,77.0,39.8,66.2,68.5,87.5,73.2,81.2,55.5,84.2,41.4,56.0,72.6,65.1,52.1,59.0,58.4,69.0,82.4,95.7,65.9,63.3,67.3,82.3,55.9,76.7,48.8,62.7,74.37,77.33,57.15,Social_Studies,95.7,Home_Economics,48.8,4,3,4,1,0,0,Agriculture & Environmental Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,JSS2,N_A,average,62.61,68.0,66.28,65.63,95.5,Stable,76.6,68.0,52.0,66.6,54.2,66.9,71.1,59.9,66.2,57.9,53.3,58.6,64.8,74.0,77.6,89.8,86.8,46.4,53.7,54.5,72.8,59.5,50.2,85.9,39.3,79.6,70.6,88.1,87.4,68.9,63.2,58.0,50.9,53.0,68.3,68.1,55.97,76.97,45.1,Social_Studies,88.1,Mathematics,39.3,3,4,4,0,0,1,Law & Social Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,JSS2,N_A,low,46.53,55.59,49.68,50.6,92.49,Stable,40.3,64.9,34.3,63.6,66.3,50.8,37.7,49.7,35.4,40.4,46.1,28.9,70.1,74.0,48.3,64.5,46.2,62.4,58.3,47.0,38.5,61.5,42.3,54.0,29.2,71.6,24.5,60.5,62.5,49.3,49.2,59.0,48.3,56.8,52.5,32.7,37.57,60.43,38.75,English_Language,71.6,Basic_Science,24.5,0,1,5,3,0,3,Education & Humanities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,JSS2,N_A,average,69.69,64.77,67.84,67.43,95.94,Stable,95.1,72.6,81.1,80.1,55.3,47.8,55.8,67.4,60.9,61.9,91.3,67.0,70.1,45.9,81.1,60.8,65.2,69.8,45.4,60.8,75.6,64.9,63.2,74.4,87.9,72.9,85.1,50.9,63.4,41.6,70.7,87.3,65.2,65.9,78.3,44.9,86.77,64.83,76.55,Mathematics,87.9,Physical_Education,41.6,4,4,2,0,2,0,Computer Science & IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,JSS2,N_A,high,79.31,81.4,77.91,79.54,97.13,Stable,89.1,77.0,68.1,84.6,77.0,83.0,84.6,69.8,92.9,66.5,73.5,85.6,98.0,72.4,82.6,96.0,86.2,57.8,88.1,63.3,93.9,83.3,71.4,83.8,95.1,67.7,81.4,96.7,78.2,83.9,60.8,76.1,98.0,68.8,78.7,49.5,84.2,75.07,96.55,Business_Studies,98.0,French,49.5,8,2,1,1,0,0,Business & Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,JSS2,N_A,low,55.71,55.8,55.82,55.78,99.9,Stable,65.9,52.8,68.6,42.5,42.2,77.0,50.6,62.0,56.8,57.5,46.0,46.6,78.0,70.4,60.3,41.3,59.6,34.1,51.8,71.1,54.0,47.5,36.4,65.1,65.1,53.1,54.8,78.9,57.8,51.7,54.4,73.0,47.3,41.9,55.9,36.0,64.3,62.13,56.2,Social_Studies,78.9,French,36.0,1,2,6,1,1,1,Computer Science & IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,JSS2,N_A,low,46.56,50.15,51.67,49.46,95.72,Improving,44.5,69.3,54.9,24.0,40.1,41.8,54.1,20.2,35.6,57.5,70.3,46.4,48.9,67.3,20.5,52.0,50.0,48.0,73.2,54.1,33.1,39.4,63.2,52.1,50.8,51.1,46.2,56.2,45.3,40.7,78.1,66.2,51.8,61.9,55.2,16.5,54.4,61.8,51.3,Cultural_and_Creative_Arts,78.1,French,16.5,1,1,6,2,1,1,Creative Arts & Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,JSS2,N_A,average,62.49,63.12,64.68,63.43,98.16,Stable,75.6,79.7,71.7,60.0,56.1,56.1,46.2,79.8,58.0,56.7,63.6,46.4,83.3,47.0,76.8,63.1,49.4,55.2,83.5,87.7,64.6,56.1,49.1,41.6,87.0,69.6,68.7,62.8,46.1,65.8,51.7,59.6,65.3,77.7,59.8,62.1,71.77,61.37,76.15,Mathematics,87.0,Civic_Education,46.1,2,4,5,1,0,0,Computer Science & IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,JSS2,N_A,high,74.73,79.01,76.62,76.79,96.5,Stable,72.7,100.0,62.8,76.6,82.5,74.1,88.5,67.5,72.9,63.3,76.1,59.8,79.5,75.0,79.1,99.6,74.2,77.5,75.5,72.3,80.7,72.4,68.3,94.0,65.6,82.0,54.6,100.0,88.1,87.0,86.9,67.1,70.2,79.0,71.0,68.0,62.43,89.63,67.9,Social_Studies,100.0,Basic_Science,54.6,6,5,1,0,0,0,Education & Humanities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,JSS2,N_A,high,80.19,83.48,85.95,83.21,95.28,Improving,97.9,75.6,94.8,69.8,90.0,63.1,75.2,93.9,79.3,70.2,73.6,78.9,100.0,82.5,100.0,80.2,76.1,94.0,74.4,83.1,84.1,71.5,83.4,72.4,97.5,83.0,79.0,86.2,88.3,79.5,78.0,100.0,79.3,81.0,97.7,81.9,92.17,82.4,88.4,Computer_Studies,100.0,Cultural_and_Creative_Arts,78.0,12,0,0,0,0,0,Engineering & Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,JSS2,N_A,average,68.08,70.89,68.0,68.99,97.31,Stable,100.0,71.7,63.4,61.7,57.2,91.5,60.4,60.7,69.6,58.8,48.9,73.0,77.0,39.4,91.2,62.0,64.9,81.5,48.5,91.8,65.7,84.1,84.9,59.7,79.7,64.5,96.8,78.3,43.7,37.4,70.4,84.5,67.5,59.1,63.5,70.6,87.0,71.07,73.6,Basic_Science,96.8,Physical_Education,37.4,4,3,3,0,1,1,Computer Science & IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,JSS2,N_A,high,82.78,79.17,77.15,79.7,95.34,Declining,90.1,64.4,90.2,95.6,69.8,84.3,74.3,87.2,91.0,82.5,85.7,78.3,100.0,71.0,90.5,74.4,80.3,71.0,65.2,84.7,81.0,72.3,77.5,82.1,78.4,81.5,91.1,75.0,67.3,70.9,79.7,88.3,79.6,91.4,65.0,57.6,85.93,78.73,79.0,Agricultural_Science,91.4,French,57.6,8,3,1,0,0,0,Computer Science & IT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,JSS2,N_A,high,73.77,73.12,75.14,74.01,98.32,Stable,90.1,84.0,78.4,100.0,91.1,52.8,62.4,50.3,66.1,64.8,71.3,74.0,64.6,84.4,86.0,77.2,97.4,71.0,73.5,60.0,72.2,69.1,50.8,71.3,67.0,70.5,76.1,86.5,85.3,61.4,67.9,73.0,78.4,62.7,92.8,80.1,72.03,74.97,72.7,Home_Economics,92.8,Physical_Education,61.4,6,4,2,0,0,0,Education & Humanities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,JSS2,N_A,average,66.71,62.52,65.82,65.02,96.4,Stable,89.4,77.0,81.9,83.2,63.2,60.8,46.3,43.5,62.0,64.3,73.1,55.8,62.3,52.9,70.1,81.9,64.7,65.4,49.1,41.3,76.0,71.0,65.8,49.8,61.9,62.8,82.4,83.7,62.7,63.2,63.8,67.3,42.9,71.3,79.3,48.5,70.53,70.1,52.4,Social_Studies,83.7,Business_Studies,42.9,3,2,5,1,1,0,Agriculture & Environmental Sciences,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,JSS2,N_A,low,52.26,53.51,57.62,54.46,95.42,Improving,66.5,61.9,40.2,56.8,49.1,46.9,77.5,45.8,32.4,57.0,44.1,48.9,57.7,44.7,46.0,75.9,47.7,45.7,73.2,54.1,53.7,47.2,53.9,42.3,62.6,76.7,56.5,59.8,47.9,50.9,73.9,65.2,41.0,55.1,40.6,61.3,61.43,70.13,51.8,English_Language,76.7,Home_Economics,40.6,1,2,6,1,2,0,Mass Communication & Media,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,JSS2,N_A,average,71.97,65.65,69.02,68.88,94.84,Stable,97.0,64.0,59.8,73.9,65.8,62.7,86.1,66.6,85.6,67.5,80.3,54.3,84.2,76.5,53.4,68.8,78.6,57.3,59.2,58.0,84.2,53.4,61.4,52.8,75.9,59.9,72.4,86.1,47.7,82.1,59.6,89.0,56.8,77.8,61.0,60.0,79.1,68.53,66.35,Computer_Studies,89.0,Civic_Education,47.7,5,1,5,1,0,0,Business & Finance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
